Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,EVEBITDA,Debt to equity,Return on equity,Interest Coverage Ratio,Pledged percentage,Sales growth 3Years,Profit growth 3Years,Average return on equity 3Years,Cash from operations last year,Operating cash flow 3years,Average return on capital employed 3Years,OPM,Sales growth,Capital work in progress
Hindusthan Insulators &,539984,,INE799B01025,Electrical Equipment,Other Electrical Equipment,477.05,13.78,1032.49,0.03,36.62,20444.44,116.02,79.88,10.61,10.49,0.42,8.30,11.10,0.00,15.17,59.61,-0.02,4.98,12.27,2.93,25.29,41.39,39.44
Hirect,504036,HIRECT,INE835D01023,Industrial Manufacturing,Industrial Products,1212.90,109.74,4300.77,0.12,6.50,-40.88,258.45,20.34,18.81,57.60,1.17,25.21,3.68,6.81,,,22.12,85.81,155.34,20.18,7.01,41.95,10.42
Hisar Met.Inds.,590018,HISARMETAL,INE598C01011,Industrial Products,Iron & Steel Products,152.88,17.34,82.56,0.65,1.80,328.57,64.42,3.74,7.92,10.27,1.32,4.96,1.96,0.00,-1.69,-33.67,6.95,10.58,33.59,9.49,5.62,8.60,0.54
Hitachi Energy,543187,POWERINDIA,INE07Y701011,Electrical Equipment,Heavy Electrical Equipment,31035.00,116.13,138330.33,0.03,294.15,123.52,2493.69,68.62,29.36,78.31,0.02,21.91,132.11,0.00,22.17,121.83,17.98,1244.83,2990.91,22.22,15.54,40.17,192.01
Hitech Corp.,526217,HITECHCORP,INE120D01012,Industrial Products,Packaging,330.15,29.85,567.06,0.30,7.11,49.68,225.67,36.85,9.66,8.46,0.48,5.83,2.22,0.00,,,,43.81,,9.66,10.99,20.13,11.87
Hittco Tools,531661,,INE863C01019,Industrial Manufacturing,Industrial Products,14.00,,9.25,0.00,-0.06,79.31,2.02,20.96,-5.86,41.19,1.27,-21.13,-1.25,0.00,4.94,,-5.22,1.08,1.89,1.54,3.44,16.90,0.00
HLE Glascoat,522215,HLEGLAS,INE461D01028,Industrial Manufacturing,Industrial Products,441.10,77.77,3063.65,0.25,2.05,-81.23,300.75,5.92,12.07,25.53,0.65,10.58,2.73,0.00,13.23,-8.39,10.60,161.22,390.31,12.59,8.99,26.31,3.74
HMT,500191,HMT,INE262A01018,Industrial Manufacturing,Industrial Products,61.31,,2180.19,0.00,-29.21,-5.19,28.93,17.84,,-53.45,,,-0.90,0.00,-11.21,-2.05,,43.95,-849.16,0.00,-77.75,8.82,2.10
Holmarc Opto,,HOLMARC,INE0LXA01019,Industrial Products,Other Industrial Products,122.40,30.15,123.01,0.41,3.83,56.00,26.04,29.17,18.49,16.33,0.02,14.06,38.71,0.00,13.32,10.67,15.58,4.63,9.26,21.41,15.27,13.61,0.21
Honda India,522064,HONDAPOWER,INE634A01018,Industrial Manufacturing,Industrial Products,1915.20,26.56,1942.01,6.61,11.10,17.09,189.25,22.17,11.50,15.20,0.00,8.61,545.39,0.00,-11.45,-9.37,9.80,-10.67,117.06,13.26,9.75,11.78,43.80
Honeywell Auto,517174,HONAUT,INE671A01010,Industrial Manufacturing,Industrial Products,33865.00,53.52,29936.66,0.32,150.70,20.95,1204.40,1.80,16.95,32.00,0.02,12.59,76.63,0.00,10.74,6.91,13.60,492.60,1357.60,18.40,13.53,6.59,2.90
Horizon Reclaim,544794,,INE1SEO01013,Industrial Products,Rubber,137.15,25.49,267.65,0.00,,,,,36.47,18.50,1.44,53.63,12.91,0.00,35.99,150.25,48.31,10.09,13.29,37.01,31.97,36.44,36.20
HPL Electric,540136,HPL,INE495S01016,Industrial Manufacturing,Industrial Products,278.15,18.79,1788.52,0.36,18.69,1.30,515.24,34.52,13.48,8.42,0.75,9.95,2.38,2.42,12.79,46.71,8.85,226.48,464.97,13.03,14.75,14.96,40.98
HRS Aluglaze,544656,,INE1E1V01017,Industrial Manufacturing,Industrial Products,258.80,49.16,499.02,0.00,5.68,311.59,41.20,89.25,18.80,29.58,0.52,21.25,6.23,0.00,44.14,126.80,23.54,-11.07,-5.66,16.76,26.57,60.37,15.61
Huhtamaki India,509820,HUHTAMAKI,INE275B01026,Industrial Products,Packaging,243.25,13.47,1837.07,0.82,43.73,76.83,750.02,22.51,11.98,6.44,0.11,8.96,11.59,0.00,-6.10,33.74,8.79,237.81,653.73,10.53,8.60,4.68,8.35
Hy-Tech Engineer,544891,HTEL,INE0LEG01024,Industrial Products,Other Industrial Products,67.03,27.70,635.80,0.00,4.60,10.84,43.05,13.38,23.91,14.10,0.24,20.15,7.13,0.00,12.43,8.20,17.81,30.33,65.97,20.86,22.28,17.36,5.75
IC Electricals,,ICELCO,INE0XE501015,Industrial Manufacturing,Industrial Products,132.65,17.33,242.24,0.00,,,,,21.98,11.45,1.19,24.71,3.33,0.00,,,21.82,-11.10,-22.22,21.60,18.89,17.35,0.00
ICE Make Refrig.,,ICEMAKE,INE520Y01019,Industrial Manufacturing,Industrial Products,663.80,96.36,1047.46,0.34,-1.41,-1.44,176.08,57.41,10.77,28.09,1.15,8.24,2.09,8.03,30.15,-19.71,17.49,-13.54,26.79,21.84,5.69,46.17,25.28
Ideaforge Tech,543932,IDEAFORGE,INE349Y01013,Aerospace & Defense,Aerospace & Defense,729.85,923.31,3628.62,0.00,-2.59,89.01,68.59,436.70,-2.81,78.94,0.14,-3.34,-0.17,2.95,6.73,,-2.42,-63.41,-64.16,-0.34,9.30,221.12,109.51
Ideal Technopl.,,IDEALTECHO,INE0T9I01011,Industrial Products,Packaging,91.70,32.99,91.70,0.00,0.98,-46.15,17.32,21.29,12.23,16.90,0.91,11.07,3.20,0.00,,,17.36,5.06,8.35,16.21,18.92,21.56,0.98
IFGL Refractori.,540774,IFGLEXPOR,INE133Y01011,Industrial Products,Electrodes & Refractories,197.45,33.22,1423.19,1.09,17.06,57.82,512.37,12.85,4.92,10.77,0.18,3.22,5.13,0.00,10.96,-22.76,4.92,63.38,243.85,6.56,7.02,15.37,40.81
IKOMA Technologies,531997,,INE164D01010,Industrial Manufacturing,Industrial Products,60.52,,140.42,0.00,0.03,-97.06,0.14,-91.57,3.06,-174.74,0.19,2.53,-31.67,0.00,,34.09,29.75,-0.17,8.82,38.16,-614.29,-98.30,0.00
Incap,517370,,INE437C01012,Electrical Equipment,Other Electrical Equipment,83.50,133.88,42.84,1.20,0.11,-63.33,5.42,-45.64,4.68,41.27,0.19,2.11,2.11,0.00,14.57,-17.70,3.73,5.11,-3.06,6.15,3.61,-30.26,0.00
Incon Engineers,531594,,INE507D01010,Industrial Manufacturing,Industrial Products,25.00,,10.82,0.00,-0.14,-250.00,0.00,-100.00,-93.15,-28.12,,,-4.20,0.00,27.59,-6.95,,-0.16,-1.05,-76.68,-842.86,-82.93,0.00
Incredible Indus,538365,INCREDIBLE,INE452L01012,Industrial Products,Iron & Steel Products,32.74,13.02,153.10,0.00,3.96,6.45,213.03,-3.06,10.43,6.96,0.22,7.23,6.85,0.00,4.43,30.57,6.99,9.62,70.80,9.75,2.75,5.11,35.34
Indef Manufactur,544364,BAJAJINDEF,INE0O9T01021,Industrial Manufacturing,Industrial Products,218.09,29.50,697.89,0.92,5.50,-2.65,34.46,-13.22,9.45,22.97,0.01,9.20,64.03,0.00,,,,23.52,,9.45,9.17,12.35,0.17
India Homes,513361,,INE072A01029,Industrial Products,Iron & Steel Products,26.74,62.91,1064.47,0.00,3.44,-116.89,0.00,-100.00,17.52,50.61,2.03,52.28,3.93,9.92,73.67,36.67,-12.78,12.91,-15.27,0.97,79.90,81500.00,0.00
Indian Link Ch.,504746,,INE359D01024,Industrial Products,Other Industrial Products,258.90,,69.26,0.00,-0.07,-333.33,0.00,,-1.60,-238.72,0.01,-1.61,,0.00,,15.57,-0.05,-19.72,-20.06,1.94,,,0.00
Indo Farm Equip.,544328,INDOFARM,INE622H01018,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,138.16,26.64,663.88,0.00,5.66,4.24,110.24,14.52,7.70,11.31,0.27,4.82,3.06,0.00,5.49,17.20,5.20,29.70,123.28,8.21,13.08,11.14,29.45
Indo SMC,544681,,INE0WKY01013,Electrical Equipment,Other Electrical Equipment,502.70,35.48,1148.94,0.00,20.93,344.37,197.20,186.09,33.78,23.97,0.30,33.92,8.15,0.00,248.79,312.90,43.51,-34.77,-51.45,36.03,15.14,123.33,8.16
Indo Tech.Trans.,532717,INDOTECH,INE332H01014,Electrical Equipment,Heavy Electrical Equipment,3177.70,33.99,3374.72,0.31,25.70,34.06,227.89,39.02,40.35,23.22,0.01,28.35,61.20,80.26,28.23,53.40,26.42,56.88,143.95,37.55,15.14,21.99,12.03
Indo-MIM,544837,INDOMIM,INE084101034,Industrial Manufacturing,Industrial Products,1275.95,97.73,63093.29,0.00,240.12,31.64,1218.74,9.39,24.98,53.47,0.49,23.43,5.86,0.00,15.06,7.65,21.32,1077.24,2039.06,22.45,25.54,25.93,180.91
Indobell Insul.,544334,,INE0FK501019,Industrial Products,Other Industrial Products,63.10,50.96,39.75,3.17,0.33,-81.25,8.58,-57.50,6.77,26.36,0.06,4.92,6.61,0.00,-9.20,-4.66,12.65,4.50,0.43,16.52,-0.71,-39.54,0.00
Indosolar,533257,WAAREEINDO,INE866K01023,Electrical Equipment,Heavy Electrical Equipment,230.85,5.77,960.42,0.00,36.62,-68.64,68.36,-64.89,123.80,3.62,0.01,150.64,315.69,0.00,,230.81,,78.37,181.73,64.63,45.98,6.90,0.00
Inducto Steel,532001,,INE146H01018,Industrial Products,Iron & Steel Products,60.30,11.70,24.22,0.00,1.29,616.00,79.38,73.13,5.94,1.39,0.23,1.36,1.48,43.28,22.56,-2.35,-2.43,29.02,16.06,2.77,4.08,20.18,0.00
Ingersoll-Rand,500210,INGERRAND,INE177A01018,Industrial Products,"Compressors, Pumps & Diesel Engines",4233.60,48.67,13364.63,1.77,70.46,19.46,379.46,20.34,57.11,34.05,0.01,43.04,265.59,0.00,6.56,13.01,42.19,273.66,745.65,56.16,23.99,8.59,29.54
Injecto Polymers,544930,,INE1JJF01019,Industrial Products,Packaging,95.97,12.46,199.52,0.00,,,,,18.95,9.34,2.61,28.93,2.91,0.00,57.43,97.76,26.20,-48.80,-78.65,15.77,10.06,43.62,0.95
Innocorp,531929,,INE214B01017,Industrial Products,Plastic Products - Industrial,4.23,336.00,3.36,0.00,-0.03,62.50,0.00,,0.00,79.78,1.69,-1.75,,0.00,11.87,25.00,-9.07,-3.83,-3.84,-9.43,42.86,,0.00
Innovative Tech,523840,,INE965C01038,Industrial Products,Packaging,14.56,,32.71,0.00,-0.78,-159.09,35.95,10.34,10.99,4.93,0.53,4.24,0.96,0.00,-7.06,42.12,2.34,12.12,31.77,9.07,6.89,-1.56,0.00
Innovators,541353,,INE870Z01015,Industrial Manufacturing,Industrial Products,114.85,15.97,216.70,0.00,8.33,8.60,143.91,34.09,11.94,7.00,0.26,8.06,3.52,0.00,7.89,17.24,9.79,37.84,71.59,14.32,12.53,2.78,3.98
Inox India,544046,INOXINDIA,INE616N01034,Industrial Products,Other Industrial Products,2156.80,76.12,19575.87,0.09,58.07,-4.99,370.79,9.18,33.48,50.88,0.07,26.13,34.69,0.00,18.00,19.34,28.73,116.65,361.06,38.17,21.13,19.94,4.25
Inox Wind,539083,INOXWIND,INE066P01011,Electrical Equipment,Heavy Electrical Equipment,74.75,37.51,12918.58,0.00,64.09,-58.44,814.10,-1.47,10.62,13.18,0.25,7.50,3.77,8.08,81.38,37.68,7.43,-598.12,-826.56,8.85,19.64,17.08,247.30
Integ. Thermopl.,530921,,INE038N01015,Industrial Products,Plastic Products - Industrial,8.39,1.02,5.28,0.00,-1.26,14.86,0.23,-84.56,,5.61,,,19.03,0.00,-31.49,35.68,,26.50,24.98,0.00,-312.50,-82.61,0.00
Integra Engg.,505358,,INE984B01023,Industrial Manufacturing,Industrial Products,180.50,41.84,621.37,0.00,4.51,-11.22,44.30,-3.13,18.52,23.01,0.20,14.94,8.70,0.00,8.21,-5.36,18.71,14.87,59.04,22.41,15.98,-5.09,0.00
Integra Switch,517423,,INE0IPL01018,Electrical Equipment,Other Electrical Equipment,159.00,,45.82,0.00,-0.08,0.00,0.02,100.00,-16.07,-155.48,0.00,-16.07,,0.00,,,,-0.37,,-16.07,-725.00,,0.01
Intl. Combustion,505737,,INE403C01014,Industrial Manufacturing,Industrial Products,475.90,,113.74,0.84,-3.99,-329.03,65.91,10.05,0.48,32.90,0.21,-1.41,-0.91,0.00,9.65,,8.14,22.86,41.05,12.84,0.81,2.08,0.60
Intl. Conveyors,509709,INTLCONV,INE575C01027,Industrial Manufacturing,Industrial Products,81.17,3.80,517.71,0.62,119.82,130.11,35.32,-0.39,20.60,3.14,0.17,17.40,21.38,0.00,-0.29,34.62,22.01,34.51,61.43,23.83,19.69,44.97,0.19
Inv.& Prec.Cast.,504786,INVPRECQ,INE155E01016,Industrial Products,Castings & Forgings,1480.60,99.17,1480.60,0.07,4.99,129.95,53.38,21.07,14.39,42.17,0.70,12.51,4.41,0.00,3.47,30.32,9.68,25.78,50.58,12.12,18.10,16.89,1.42
Ishan Internat.,,ISHAN,INE0LCW01025,Industrial Manufacturing,Industrial Products,0.50,30.89,10.81,0.00,0.31,263.16,13.50,-68.39,3.29,10.80,0.27,1.54,2.07,0.00,-9.01,-12.36,1.75,-0.06,0.12,3.70,1.93,-62.99,0.00
ITL Industries,522183,ITL,INE478D01014,Industrial Manufacturing,Industrial Products,359.00,13.41,115.03,0.35,0.58,-74.52,61.93,12.25,13.36,8.18,0.25,10.17,6.88,0.00,12.17,3.67,11.55,0.08,6.19,15.09,6.81,10.69,0.00
Iykot Hitech,522245,,INE079L01013,Industrial Manufacturing,Industrial Products,23.26,,24.14,0.00,-0.45,-28.57,0.11,-83.82,-39.38,-20.91,0.00,-38.77,,0.00,-11.30,-3.30,-57.57,-0.58,-4.54,-45.21,-69.48,-63.33,0.00
Jai Corp,512237,JAICORPLTD,INE070D01027,Industrial Products,Plastic Products - Industrial,94.43,17.54,1657.29,0.53,28.20,-72.91,157.58,20.06,11.75,13.85,0.19,12.01,619.00,0.00,-4.70,44.07,6.23,13.55,99.52,6.60,12.93,2.39,0.22
Jain Irrigat-DVR,570004,JISLDVREQS,IN9175A01010,Industrial Products,Plastic Products - Industrial,19.85,,38.30,0.00,20.42,85.30,1092.49,7.78,,,,,,0.00,,,,,,0.00,,,
Jain Irrigation,500219,JISLJALEQS,INE175A01038,Industrial Products,Plastic Products - Industrial,28.75,,2054.50,0.00,-17.80,-207.18,1508.37,-2.41,5.30,7.89,0.74,-0.48,1.10,40.77,4.00,,0.31,618.77,1947.34,5.34,12.02,8.81,59.20
Jasch Gauging,544112,,INE0QXV01014,Industrial Manufacturing,Industrial Products,549.30,16.44,248.94,1.82,3.69,7.89,14.68,15.96,21.28,7.55,0.00,15.71,186.82,0.00,-4.62,-4.48,18.43,0.79,-0.79,25.48,26.18,12.78,0.00
Jash Engineering,544402,JASH,INE039O01029,Industrial Manufacturing,Industrial Products,593.85,43.58,3752.76,0.27,5.09,195.48,149.88,17.45,17.68,27.75,0.20,15.99,9.67,0.00,22.35,13.77,19.81,56.08,169.29,22.57,15.06,1.36,22.74
Jauss Polymers,526001,,INE593O01017,Industrial Products,Packaging,21.23,,9.82,0.00,-0.05,-115.62,0.00,,-76.09,-2.18,0.13,-82.02,,0.00,,,-24.02,-4.02,-4.01,-27.85,,,0.00
Jay Bee Laminati,,JAYBEE,INE0SMY01017,Industrial Products,Iron & Steel Products,99.60,12.31,224.77,0.00,14.58,32.91,329.24,53.65,16.49,7.08,0.19,11.65,3.81,0.00,30.53,10.08,20.00,30.15,11.44,28.92,6.22,49.13,0.49
Jayaswal Neco,522285,JAYNECOIND,INE854B01010,Industrial Products,Iron & Steel Products,88.55,15.04,8598.19,0.00,193.92,108.47,2106.56,27.72,20.69,7.31,0.74,18.05,3.02,99.87,4.01,19.97,11.31,1367.46,3437.07,15.80,18.56,22.18,116.92
Jaykay Enter.,500306,JAYKAY,INE903A01025,Aerospace & Defense,Aerospace & Defense,203.75,75.41,3073.75,0.00,4.51,-78.19,74.57,34.48,4.76,59.03,0.06,3.56,5.05,0.00,72.17,121.57,1.74,43.12,10.85,2.64,10.68,117.55,60.41
JD Cables,544524,,INE14VP01014,Industrial Products,Cables - Electricals,189.60,13.48,427.57,0.00,19.80,69.09,243.34,70.11,33.64,10.05,0.39,36.01,10.65,0.00,107.41,362.80,52.41,-73.51,-104.47,48.72,13.03,45.53,5.66
Jigar Cables,540651,,INE943X01015,Electrical Equipment,Other Electrical Equipment,59.95,30.02,54.03,0.00,1.21,30.11,31.72,-26.90,8.57,18.00,0.39,7.02,6.43,0.00,26.74,20.45,7.38,-1.43,4.43,11.07,5.76,-44.73,14.43
Jindal Poly Film,500227,JINDALPOLY,INE197D01010,Industrial Products,Packaging,694.10,51.92,3039.21,0.85,107.19,39.13,695.80,-23.84,-1.99,-1481.38,1.31,-0.97,-1.08,0.00,-14.85,,0.51,-109.65,244.85,2.17,-25.48,-49.74,316.76
Jindal Saw,500378,JINDALSAW,INE324A01032,Industrial Products,Iron & Steel Products,285.50,27.94,18257.96,0.70,90.79,-75.43,4452.31,9.00,10.43,10.97,0.37,8.20,2.52,0.00,0.05,14.34,13.89,1771.39,6699.45,17.04,10.58,-8.57,452.88
Jindal Supreme,544935,JSIPL,INE1DLO01028,Industrial Products,Iron & Steel Products,138.91,31.56,708.77,0.00,8.28,,190.94,,19.70,19.73,1.27,26.20,4.50,,10.09,230.88,18.33,-5.69,20.25,16.13,6.16,15.18,7.19
Jinkushal Indus.,544547,JKIPL,INE1FF001016,"Agricultural, Commercial & Construction Vehicles","Dealers-Commercial Vehicles, Tractors, Construction Vehicles",96.28,43.28,369.58,0.00,2.20,-59.36,56.57,15.87,9.75,23.21,0.52,8.64,3.43,0.00,,,19.76,-109.51,-144.59,16.58,2.92,-3.77,1.26
Jiwanram Sheo,,JIWANRAM,INE0N5H01017,Industrial Products,Other Industrial Products,4.40,10.78,10.89,0.00,0.36,-66.97,42.77,21.75,2.77,15.45,0.68,1.55,1.74,0.00,8.38,-37.00,2.95,2.95,1.67,3.75,-0.87,-0.06,0.60
JMG Corporation,523712,,INE745F01011,Industrial Products,Plastic Products - Industrial,5.67,,13.13,0.00,-0.08,77.78,0.01,-95.65,-13.43,-18.50,0.13,-16.05,-14.80,0.00,-42.57,,-3.93,-0.42,-0.22,-2.62,-168.09,-58.04,0.00
JNK,544167,JNKINDIA,INE0OAF01028,Industrial Manufacturing,Industrial Products,420.40,31.24,2352.30,0.07,9.63,915.04,179.96,81.59,17.35,17.80,0.16,12.12,6.41,0.00,26.22,11.94,15.10,-2.18,-77.63,26.19,11.62,84.36,8.36
John Cockerill,500147,COCKERILL,INE515A01019,Industrial Manufacturing,Industrial Products,7956.00,,3928.52,0.09,-31.37,-108.72,298.56,17.89,,127.44,,,0.83,0.00,,,,,,0.00,-3.16,,2.65
Josts Engg. Co.,505750,,INE636D01041,Industrial Manufacturing,Industrial Products,222.55,66.63,263.20,0.56,2.52,320.00,48.94,23.55,6.51,21.70,0.02,-6.70,4.28,0.00,7.96,,7.35,-24.24,-12.00,20.56,4.38,2.56,0.00
JSL Industries,504080,,INE581L01018,Electrical Equipment,Other Electrical Equipment,850.45,30.07,99.83,0.00,0.43,7.50,14.52,19.11,9.93,16.41,0.05,7.10,17.36,0.00,4.81,-1.57,12.62,8.53,6.31,16.56,7.17,13.13,0.00
JTL Defence,537254,,INE140B01048,Industrial Products,"Aluminium, Copper & Zinc Products",743.60,1397.75,782.74,0.00,-2.67,10.10,21.24,,0.68,82.54,0.30,1.29,1.28,0.00,-5.72,26.32,,-15.48,-19.07,-5.81,20.87,4668.24,4.40
JTL Industries,534600,JTLIND,INE391J01032,Industrial Products,Iron & Steel Products,91.16,30.36,3482.69,0.14,35.36,99.45,721.61,32.68,9.61,18.28,0.16,7.31,12.75,5.00,11.29,2.82,10.45,-67.37,-334.67,15.31,8.20,19.01,158.97
JUJHAR LOGISTICS,534796,,INE198N01017,Industrial Products,Plastic Products - Industrial,212.85,25.83,196.58,0.00,5.24,615.38,45.49,17396.15,28.84,8.16,0.61,17.18,6.96,0.00,13.77,155.61,6.69,34.58,28.50,8.02,20.64,606.53,0.37
Jumbo Bag,516078,,INE699D01015,Industrial Products,Packaging,89.95,7.18,75.29,0.00,5.54,145.13,43.08,40.60,14.63,5.97,0.86,14.16,5.84,0.00,1.86,51.54,10.48,11.52,23.04,11.58,14.37,0.92,0.00
Jupiter Wagons,533272,JWL,INE209L01016,Industrial Manufacturing,Railway Wagons,226.73,54.46,9689.77,0.44,26.18,-13.61,670.74,46.02,9.14,25.73,0.33,6.37,4.62,0.00,12.13,14.84,14.26,9.45,94.54,20.55,11.49,-11.73,269.61
Jyoti,504076,,INE511D01012,Electrical Equipment,Heavy Electrical Equipment,61.88,8.54,142.90,0.00,5.23,-20.93,74.90,8.38,12.81,10.91,,,51.67,97.41,21.40,17.01,,15.87,55.29,8.89,8.96,4.27,0.00
Jyoti CNC Auto.,544081,JYOTICNC,INE980O01024,Industrial Manufacturing,Industrial Products,1065.10,75.29,24222.83,0.00,57.14,-19.99,508.47,23.97,21.32,43.05,0.43,18.22,6.42,20.92,31.08,156.89,19.78,54.39,-99.29,22.31,24.43,17.44,114.95
Jyoti Global,,JYOTIGLOBL,INE1M3T01017,Industrial Products,Packaging,44.80,13.06,88.79,0.00,3.52,14.01,51.60,8.06,19.10,8.17,0.39,18.06,4.93,0.00,4.66,43.11,23.44,7.28,21.26,20.21,11.86,9.38,13.13
Jyoti Structures,513250,JYOTISTRUC,INE197A01024,Electrical Equipment,Heavy Electrical Equipment,9.03,16.76,1077.87,0.00,19.46,74.37,251.46,61.00,2.25,35.64,4.39,10.81,13.98,0.00,48.51,150.75,,-268.98,-465.75,1.67,7.39,49.51,3.07
Kabra Extrusion,524109,KABRAEXTRU,INE900B01029,Industrial Manufacturing,Industrial Products,846.40,4228.71,2960.10,0.30,-1.74,77.14,124.49,44.81,0.06,78.20,0.33,-1.91,0.60,0.00,-12.36,,3.26,8.96,85.25,5.98,4.00,3.14,12.21
Kahan Packaging,543979,,INE04T901017,Industrial Products,Packaging,11.63,10.81,12.65,0.00,0.60,3.45,15.45,8.57,14.32,6.08,0.60,11.20,2.59,0.00,13.24,4.68,13.06,4.26,4.72,15.08,10.42,7.56,0.00
Kaira Can,504840,,INE375D01012,Industrial Products,Packaging,1323.00,53.98,122.00,0.91,1.50,45.63,86.74,18.85,3.68,16.06,0.07,1.99,7.47,23.08,-1.06,-39.34,3.54,-1.09,5.81,5.29,2.95,7.12,0.29
Kaka Industries,543939,,INE0P3N01018,Industrial Products,Plastic Products - Industrial,218.00,15.87,297.79,0.00,9.92,56.22,138.34,35.19,19.36,10.91,1.25,25.46,4.91,0.00,19.58,37.76,26.68,15.87,31.61,21.32,13.45,33.09,26.11
Kalana Ispat,,KALANA,INE0T0L01014,Industrial Products,Iron & Steel Products,17.90,24.06,23.34,0.00,0.96,92.00,26.97,-2.18,3.49,10.38,0.05,2.23,6.67,0.00,-14.53,24.72,5.81,-0.25,4.75,11.77,2.22,-6.07,15.58
Kalyani Cast-Tec,544023,,INE0N6U01018,Industrial Manufacturing,Industrial Products,1392.05,66.90,999.56,0.00,7.53,20.87,57.59,-16.57,27.74,45.02,0.01,20.43,140.67,0.00,33.26,22.94,23.46,19.38,18.80,30.83,14.49,7.56,3.60
Kalyani Commerc.,,KALYANI,INE610E01010,"Agricultural, Commercial & Construction Vehicles","Dealers-Commercial Vehicles, Tractors, Construction Vehicles",144.99,5.75,14.50,0.00,0.41,-34.92,84.93,-10.65,11.89,8.52,4.11,12.59,1.40,0.00,20.89,-5.86,12.86,-29.41,-29.77,13.22,1.68,35.94,0.00
Kalyani Forge,513509,KALYANIFRG,INE314G01014,Industrial Products,Castings & Forgings,974.25,28.62,354.63,0.41,4.48,217.73,66.80,4.16,12.18,12.68,1.11,10.10,3.60,0.00,-3.91,244.70,8.61,7.46,39.29,11.12,13.76,-2.75,10.28
Kalyani Steels,500235,KSL,INE907A01026,Industrial Products,Iron & Steel Products,964.70,15.74,4211.21,1.04,67.61,10.89,464.58,4.93,14.66,9.22,0.23,13.02,47.33,0.00,-0.95,16.11,14.11,141.73,841.84,15.63,19.67,-4.88,559.80
Kamdhenu,532741,KAMDHENU,INE390H01020,Industrial Products,Iron & Steel Products,39.96,13.16,1126.40,1.00,28.69,33.94,213.35,8.97,29.52,9.18,0.02,22.08,119.07,0.00,1.41,24.34,22.77,65.97,236.96,30.54,12.88,2.93,10.76
Kanishk Steel,513456,,INE791E01018,Industrial Products,Iron & Steel Products,45.27,18.82,128.75,0.00,1.49,2.76,87.39,-13.65,9.10,9.21,0.26,4.78,1.88,0.00,0.36,60.62,2.88,5.99,40.82,6.71,3.81,2.95,1.79
Kanohar Elect.,544911,KANOHAR,INE877D01025,Electrical Equipment,Heavy Electrical Equipment,862.55,52.57,6830.26,0.00,30.67,,165.58,,54.32,35.71,0.10,42.19,14.47,0.00,28.13,79.94,30.67,25.84,88.90,36.36,27.64,45.10,14.04
Kanoria Chem.,506525,KANORICHEM,INE138C01024,Industrial Manufacturing,Industrial Products,198.55,14.24,867.66,0.00,26.36,8534.71,460.37,128.61,5.95,9.02,0.51,22.08,2.85,29.57,-14.65,114.12,0.86,66.26,117.08,2.69,7.92,25.33,32.40
Kanpur Plastipa.,507779,KANPRPLA,INE694E01014,Industrial Products,Packaging,257.45,14.57,632.62,0.47,12.14,75.54,203.16,13.18,17.15,9.10,0.42,15.61,6.27,0.00,14.59,84.80,7.90,55.87,88.29,11.09,9.24,11.94,8.63
Karamtara Engg.,544917,KARAMTARA,INE590T01012,Electrical Equipment,Heavy Electrical Equipment,358.70,50.31,11543.78,0.00,58.99,51.57,1413.10,34.23,23.41,24.84,0.91,20.83,3.22,0.00,39.15,74.62,19.57,675.15,817.69,24.11,11.60,36.52,484.72
Karnawati Innovation,531671,,INE214D01021,Industrial Products,Packaging,1.16,1.67,6.27,0.00,1.85,18600.00,71.47,,20.72,1.27,0.00,13.51,5.35,0.00,-14.92,95.74,19.00,0.04,-0.26,22.09,3.49,4791.44,0.00
Kasturi Metal,544688,,INE0T1301023,Industrial Products,Iron & Steel Products,64.00,17.06,66.53,0.00,1.50,970.59,32.33,28.50,19.30,8.19,0.38,14.23,5.09,0.00,,,14.99,2.54,7.20,17.82,12.51,12.99,12.59
Kataria Indust.,,KATARIA,INE0SVY01018,Industrial Manufacturing,Industrial Products,155.80,27.68,335.46,0.32,7.75,37.66,160.89,-23.14,12.92,15.76,0.19,10.52,16.76,0.00,-0.03,19.79,14.06,19.73,88.02,14.85,6.40,-5.58,1.40
Kavveri Defence,590041,KAVDEFENCE,INE641C01019,Aerospace & Defense,Aerospace & Defense,82.34,,495.06,0.00,-1.21,-212.04,1.44,-63.17,1.14,-633.86,0.04,1.25,-33.67,5.08,44.00,-66.88,3.04,-22.87,-33.56,2.49,-65.71,-70.86,0.01
Kaycee Inds.,504084,,INE813G01023,Electrical Equipment,Other Electrical Equipment,835.95,55.85,265.29,0.24,1.16,-17.14,14.99,7.84,22.62,31.33,0.02,15.86,18.92,0.00,12.90,12.46,19.27,4.54,16.57,26.42,12.71,12.22,0.00
Kaynes Tech,543664,KAYNES,INE918Z01012,Industrial Manufacturing,Industrial Products,3650.00,70.65,24536.21,0.00,56.43,-24.37,946.02,40.47,12.69,32.75,0.19,8.69,4.97,0.00,47.68,51.37,9.70,-600.40,-595.01,13.83,15.61,34.85,510.73
